id|sentence
CNXP-opiniao-20201026-18440804|Esse foi um ato perigoso e muito significativo que precisa ser encarado com a devida seriedade.
CNXP-opiniao-20201026-18440804|"[3]
Sem liberdade e segurança, a universidade brasileira perderá vigor e suprimirá a inteligência."
CNXP-opiniao-20201026-18440804|Sem liberdade e segurança, nossos professores e alunos estão expostos às mais ridículas e monstruosas manipulações e censuras, agora intensificadas e revelando sua face criminosa.
CNXP-opiniao-20201026-18440804|Pelo bem de nossa inteligência e de nossa integridade física, espero que sejam tomadas as devidas providências contra os criminosos que conclamam à violência.
CNXP-opiniao-20201026-18440804|Ainda há tempo de sair do abismo de trevas no qual alguns tiranos fantasiados de professores nos lançaram há décadas, mas não se sabe por quanto tempo ainda essa oportunidade de lutarmos em prol de nossas consciências e de nossa liberdade permanecerá disponível.
CNXP-opiniao-20201026-18440804|"Hélio Angotti Neto
Brasília, 20 de outubro de 2020."
CNXP-opiniao-20201026-18440804|"Bibliografia
ARQUILLA, John; RONFELDT, David."
CNXP-opiniao-20201026-18440804|The Advent of Netwar.
CNXP-opiniao-20201026-18440804|California: RAND Corporation, 1996.
CNXP-opiniao-20201026-18440804|COURTOIS, Stéphane; WERTH, Nicolas; PANNÉ, Jean-Louis; PACZKOWSKI, Andrzej; BARTOSEK, Karel; MARGOLIN, Jean-Louis.
CNXP-opiniao-20201026-18440804|O Livro Negro do Comunismo.
CNXP-opiniao-20201026-18440804|Crimes, Terror e Repressão.
CNXP-opiniao-20201026-18440804|Rio de Janeiro: Bertrand Brasil, 2019, 918 p.).
CNXP-opiniao-20201026-18440804|DOCENTES PELA LIBERDADE.
CNXP-opiniao-20201026-18440804|"Internet, https://dpl.org.br
[1] DOCENTES PELA LIBERDADE."
CNXP-opiniao-20201026-18440804|"Internet, https://dpl.org.br
[2] COURTOIS, Stéphane; WERTH, Nicolas; PANNÉ, Jean-Louis; PACZKOWSKI, Andrzej; BARTOSEK, Karel; MARGOLIN, Jean-Louis."
CNXP-opiniao-20201026-18440804|O Livro Negro do Comunismo.
CNXP-opiniao-20201026-18440804|Crimes, Terror e Repressão.
CNXP-opiniao-20201026-18440804|Rio de Janeiro: Bertrand Brasil, 2019, 918 p.).
CNXP-opiniao-20201026-18440804|[3] ARQUILLA, John; RONFELDT, David.
CNXP-opiniao-20201026-18440804|The Advent of Netwar.
CNXP-opiniao-20201026-18440804|California: RAND Corporation, 1996.
CNXP-opiniao-20201025-79f5e12e|- Meu filho, eu estou com medo!
CNXP-opiniao-20201025-79f5e12e|Disse-me o meu pai, após 4 longos anos em uma cama hospitalar instalada em seu quarto, tendo ao seu lado, minha mãe, com Alzheimer, aquela que lhe fora a companheira de toda vida.
CNXP-opiniao-20201025-79f5e12e|- Não há o que temer, meu pai!
CNXP-opiniao-20201025-79f5e12e|– disse-lhe confiante.
CNXP-opiniao-20201025-79f5e12e|Estou aqui ao teu lado, completei enquanto dava-lhe uma mão e lhe acariciava os cabelos com a outra.
CNXP-opiniao-20201025-79f5e12e|Recordei-lhe boas histórias, de gestos bondosos e de suas ações como profissional e cristão, dos exemplos e dos ensinamentos aos seus três filhos, de sua honrada e honrosa trajetória.
CNXP-opiniao-20201025-79f5e12e|- Eu errei!
CNXP-opiniao-20201025-79f5e12e|- disse-me em tom de aflição.
CNXP-opiniao-20201025-79f5e12e|- Sem dúvida o saldo é muito mais positivo!
CNXP-opiniao-20201025-79f5e12e|Já era madrugada quando se acalmou.
CNXP-opiniao-20201025-79f5e12e|As minhas orações e melhores pensamentos, embora silenciosos naquele momento, eram voltados apenas para ele.
CNXP-opiniao-20201025-79f5e12e|Ter medo faz parte do percurso, por desconhecer o que virá pela frente, por acreditar não se achar pronto para o próximo passo e reconhecer em si a fragilidade humana.
CNXP-opiniao-20201025-79f5e12e|Mas, com ele, também aprendi que é preciso seguir adiante, enfrentar a si mesmo, sendo este o segredo da vida, em todas as dimensões, seja familiar, profissional ou espiritual.
CNXP-opiniao-20201025-79f5e12e|“O que faz a perda não é a concorrência, é a incompetência!”, dizia-me, mostrando que a disputa sempre foi e sempre será conosco mesmos.
CNXP-opiniao-20201025-79f5e12e|Que precisamos estar sempre prontos para enfrentar as adversidades e que não há nenhum demérito quando derrotados de forma justa.
CNXP-opiniao-20201025-79f5e12e|Se assim for, então, será preciso reconhecer que necessitamos envidar mais esforços e nos prepararmos melhor para o próximo desafio.
CNXP-opiniao-20201025-79f5e12e|E ter fé, crer no Criador, como ele sempre demonstrou, nos dá forças e coragem para o enfreamento, pois sabemos que jamais estaremos sozinhos ao longo da caminhada.
CNXP-opiniao-20201025-79f5e12e|Ora e labora!
CNXP-opiniao-20201025-79f5e12e|É preciso ter paciência, determinação e fé para vencermos os obstáculos, assim como a sabedoria para as escolhas de que caminhos seguir.
CNXP-opiniao-20201025-79f5e12e|Alma serenada, ânimo renovado, em pouco tempo nasceu um novo dia.
CNXP-opiniao-20201025-79f5e12e|A luz e o calor do sol penetraram no quarto.
CNXP-opiniao-20201025-79f5e12e|Ele chamou por mim, mais uma vez.
CNXP-opiniao-20201025-79f5e12e|Liguei a televisão, a Santa Missa estava por começar.
CNXP-opiniao-20201025-79f5e12e|Contritos, a acompanhamos.
CNXP-opiniao-20201025-79f5e12e|Seguiu-se um novo dia, com suas pequenas batalhas a enfrentar, a vencer, sobretudo contra nós mesmos, para que possamos cuidar do outro, dos nossos e das nossas obrigações.
CNXP-opiniao-20201025-79f5e12e|E sempre e por tudo dizendo: - Obrigado Senhor!
CNXP-opiniao-20201021-18147ef2|Nesta semana um amigo me perguntou, diante de tantos e dos mais absurdos acontecimentos ocorridos no país e no mundo, se haveria uma única palavra que serviria ao propósito de definir as mais distintas sociedades.
CNXP-opiniao-20201021-18147ef2|A tarefa não foi fácil, outras escolhas e reflexões poderiam ter lugar.
CNXP-opiniao-20201021-18147ef2|Creio que, exatamente por bem me conhecer e ser sabedor de que eu não desistiria da tarefa até dá-la por satisfatoriamente vencida, fui desafiado.
CNXP-opiniao-20201021-18147ef2|Pensa pra cá, embola a cabeça no travesseiro à noite para lá, falo comigo mesmo sob o chuveiro e eis que alcanço uma conclusão – a minha, não sei se o amigo leitor concordará comigo, mas estou convicto de que esta pode ser uma boa alternativa.
CNXP-opiniao-20201021-18147ef2|E a palavra é: desculpas... e suas composições: pedir ou conceder desculpas a, pois sempre dirigida a alguém!
CNXP-opiniao-20201021-18147ef2|Pois bem, se de um lado o individuo médio não consegue pedir desculpas por seus próprios erros, a quem quer que seja, demonstra, ou a incapacidade de avaliar a própria conduta, o que não é nada interessante em termos sociais, ou mesmo reconhecendo ter se equivocado, se excedido ou prejudicado a alguém e não busca a reparação destes, dirigindo ao ofendido, ao menos um pedido de desculpas, resta claro ser incapaz de ceder em seu inflado ego de pretensa superioridade ou de reconhecer o outro como sujeito de direitos, inclusive a mínima reparação.
CNXP-opiniao-20201021-18147ef2|Em outras palavras, tanto uma situação quanto a outra, de igual forma apontam para o despreparo para o convívio social, para uma patologia, pois inabilitado para aceitar ou reconhecer ser culpado por algum mal causado a alguém, próximo ou distante de si, neste convívio.
CNXP-opiniao-20201021-18147ef2|No outro extremo, teremos a sociedade daqueles que se desculpam por tudo, inclusive quando, em realidade, não há nada porque se desculpar.
CNXP-opiniao-20201021-18147ef2|Assumem culpas históricas, culpas que lhes são impostas, por mais absurdas que possam ser, embora completamente indevidas.
CNXP-opiniao-20201021-18147ef2|São seres igualmente patológicos que abrem mão do amor próprio, de suas certezas ou convicções, imaginando que assim poderão usufruir do reconhecimento e da aceitação do destinatário imerecido de seus permanentes, contínuos e inafastáveis pedidos de desculpas.
CNXP-opiniao-20201021-18147ef2|Às filhas ainda pequenas, insisto em ensinar-lhes que tão importante quanto pedir desculpas sinceras, quando isto se fizer necessário, é não precisar fazê-lo outra vez pelo mesmo motivo, pois esta reincidência simplesmente destrói o adjetivo, a condição de “feito com sinceridade”, pondo por terra qualquer pretensão de paz interior e com o semelhante.
CNXP-opiniao-20201021-18147ef2|Ao mesmo tempo, esclareço que submeterem-se a pedir desculpas quando isto lhes for exigido por outrem querendo impor-lhes humilhação ou por intermédio de falsa acusação, jamais o façam.
CNXP-opiniao-20201021-18147ef2|Hão de defender a honra contra tudo o que lhes for injusto.
CNXP-opiniao-20201021-18147ef2|Há de se agir com plena e rigorosa consciência de seus atos e consequências, buscando ao máximo serem corretas, justas e leais, entre si e com os demais.
CNXP-opiniao-20201021-18147ef2|Em suma, ensino-lhes que é necessário encontrar o equilíbrio entre pedir desculpas quando devido, jamais por tudo, sem tampouco deixar de fazê-lo, quando imperativo de consciência.
CNXP-opiniao-20201021-18147ef2|Viver em ambos extremos dessa escala é claro sintoma de adoecimento, quer individual, quer coletivo.
CNXP-opiniao-20201021-18147ef2|Infelizmente, ao que parece, a humanidade, em grande medida, está a caminhar a olhos vistos nestas direções.
CNXP-opiniao-20201021-18147ef2|A sociedade em que a maioria de sua população estiver nesta posição, não será saudável.
CNXP-opiniao-20201021-18147ef2|E discorrer sobre o que o crescente distanciamento dos valores cristãos contribui neste sentido é “chover no molhado”.
CNXP-opiniao-20201021-18147ef2|Talvez seja um projeto deliberado.
CNXP-opiniao-20201021-18147ef2|Cuide-se, seja e faça a mudança.
CNXP-opiniao-20201021-18147ef2|Então, por gentileza, para um mundo melhor, para dar exemplo e demonstrar que seus valores fazem diferença para a sociedade em que você e os seus estiverem inseridos, peçam e concedam desculpas, nem que seja a si mesmos.
CNXP-opiniao-20201020-f61bd0ff|Por Prof. Nilton Gomes Pereira Neto.
CNXP-opiniao-20201020-f61bd0ff|Licenciando em Física, Coordenador Regional em Minas Gerais da Associação Docentes Pela Liberdade (DPL) e fundador do Kids Ad Astra, um projeto para o ensino de Astronomia e observações astronômicas para crianças da rede pública e projetos sociais em Sabará-MG.
CNXP-opiniao-20201020-f61bd0ff|"Segundo o Dicionário da Língua Portuguesa
Ética: 
Substantivo feminino
Parte da filosofia responsável pela investigação dos princípios que motivam, distorcem, disciplinam ou orientam o comportamento humano, refletindo esp."
CNXP-opiniao-20201020-f61bd0ff|a respeito da essência das normas, valores, prescrições e exortações presentes em qualquer realidade social.
CNXP-opiniao-20201020-f61bd0ff|Conjunto de regras e preceitos de ordem valorativa e moral de um indivíduo, de um grupo social ou de uma sociedade.
CNXP-opiniao-20201020-f61bd0ff|No meu entendimento, a ética no ensino seria a de transmitir o conhecimento de forma séria, verdadeira, sem distorções e, principalmente, sem que o professor influencie a opinião dos alunos usando a sua própria, seja ela política, religiosa ou sexual.
CNXP-opiniao-20201020-f61bd0ff|Mas infelizmente não é o que tenho percebido, ao contrário, através das “aulas” no regime remoto, eu como pai, venho sofrendo o “desprazer” de acompanhar o conteúdo real daquilo que estão “ensinando” para minhas filhas de 9 e 12 anos, alunas da rede pública municipal e estadual, respectivamente, no município de Sabará, estado de Minas Gerais.
CNXP-opiniao-20201020-f61bd0ff|Digo desprazer, ironicamente, pois, ao contrário, deveria ser uma experiência prazerosa para um pai, que também é Professor de Física, ter o privilégio de saber que seu filho está sendo ensinado com ética, material adequado e sem imposição ou indução de opiniões pessoais, usando de distorções para levar a uma única conclusão.
CNXP-opiniao-20201020-f61bd0ff|No sábado, 17/10/2020, minha filha de 12 anos, aluna do 7º ano do fundamental, imprimiu um material de Geografia, anexado abaixo, em que, a meu ver, os desenvolvedores do conteúdo manipulam de forma inescrupulosa e irresponsável a formação de opinião dos alunos, induzindo-os a criminalizarem o capitalismo, o liberalismo econômico e o conservadorismo; indiretamente, induzindo a opiniões “sócio-comunistas”, usando de ferramentas como “vitimar” o meio ambiente e “vilanizarem” a industrialização e o capitalismo.
CNXP-opiniao-20201020-f61bd0ff|"Veja o texto:
Ao assistir ao vídeo indicado no item “SAIBA MAIS”, a indignação aumenta."
CNXP-opiniao-20201020-f61bd0ff|Pois, “demonizam” o ser humano, sem ao menos mostrarem como a conscientização das práticas industriais e da sustentabilidade vem aumentando nas últimas décadas; sendo que muitas das práticas mostradas nos vídeos, como a caça e uso de peles como vestimentas, são pré-históricas e apenas utilizadas por comunidades indígenas em áreas remotas do nosso país e do planeta.
CNXP-opiniao-20201020-f61bd0ff|"Quando pensamos que o “circo de horrores” terminará, vem o “tiro de misericórdia”, com os questionamentos totalmente guiados e influenciando os alunos a responderem o que querem ouvir:
No primeiro “questionamento”, já induzem ao ódio à industrialização, ligando-a ao desmatamento e degradação ambiental."
CNXP-opiniao-20201020-f61bd0ff|Em seguida, no segundo “questionamento”, ironizam o comércio e o consumo, utilizando dos shoppings como exemplo de “templo de consumo”.
CNXP-opiniao-20201020-f61bd0ff|O Brasil é um dos países com as mais rígidas leis ambientais do mundo.
CNXP-opiniao-20201020-f61bd0ff|Na verdade, a fiscalização precisa melhorar, mas o Brasil subiu de 69º, em 2018, para 55º, em julho de 2020; sendo que alguns dados referentes a 2020 ainda não foram incluídos, podendo ainda melhorar no ranking.
CNXP-opiniao-20201020-f61bd0ff|"[1]
Quanto ao comércio, seria até desnecessário mencionar, mas mais da metade do PIB nacional é gerado pela comercialização e prestação de serviços, que juntos são responsáveis por 75% da geração de empregos no país."
CNXP-opiniao-20201020-f61bd0ff|"[2]
O terceiro “questionamento”, nos itens a, b e c, prefiro nem dizer o que estou pensando (gargalhadas), pois não passa de um exagero descomunal."
CNXP-opiniao-20201020-f61bd0ff|Embora o índice nacional não ultrapasse 5% de reciclagem, não vemos lixo acumulado por todos os cantos.
CNXP-opiniao-20201020-f61bd0ff|E mesmo que o país esteja perdendo quase que 14 bilhões com a não-reciclagem, muito desta culpa dá-se aos governos anteriores à 2018, que não investiram em saneamento básico.
CNXP-opiniao-20201020-f61bd0ff|Além do fornecimento de água potável e tratamento de esgoto, também contempla infraestrutura de transporte, acondicionamento e descarte de detritos, que só foi aprovado em 2020 com o Marco de Saneamento do atual governo.
CNXP-opiniao-20201020-f61bd0ff|"[3]
Continuando a tortura, na próxima página de “exercícios” vem mais “pauladas”:
No quarto “questionamento”, usar o papel como exemplo de desmatamento é uma informação totalmente falsa e até motivo de processo por parte da indústria de celulose no Brasil contra essa WWF, a mesma com “voluntários” investigados por supostos incêndios criminosos na Amazônia em 2019, que pressupõe-se terem sidos efetuados com a intenção de promover comoção ambiental, através de suposta tentativa terrorista de desestabilização do atual governo em conjunto com outras ONGs."
CNXP-opiniao-20201020-f61bd0ff|"Porque digo falsas:
1 - 100% da celulose, matéria-prima do papel e muitos outros produtos industrializados, no Brasil, é produzida a partir de madeira totalmente de Reflorestamento."
CNXP-opiniao-20201020-f61bd0ff|2 - Antes que digam que para produzir papel, são gastos 540 litros de água por quilo produzido, acrescento a informação que desses 540 litros, 97% são devolvidos à natureza totalmente tratados e isentos de impurezas do processo de produção.
CNXP-opiniao-20201020-f61bd0ff|E em muitos casos, essa água é tratada e reutilizada novamente no processo, ou seja, todo o ciclo é totalmente sustentável, inclusive levando em conta que a eletricidade usada no processo é proveniente de uma das matrizes energéticas mais limpas do mundo, como citado acima.
CNXP-opiniao-20201020-f61bd0ff|E para fechar com chave de ouro, o quinto “questionamento” condena descaradamente o capitalismo/industrialização, deixando para o aluno apenas a opção de criticar a prática, para posteriormente, ser introduzido à utopia do socialismo/comunismo.
CNXP-opiniao-20201020-f61bd0ff|Sem a industrialização, a humanidade não teria avançado tecnologicamente o que avançou.
CNXP-opiniao-20201020-f61bd0ff|Pois, grande parte do desenvolvimento e pesquisa é aplicado na indústria para facilitar a produção e diminuir o consumo de matéria prima, o que diretamente influi na preservação ambiental, diminuindo a extração de matéria prima e emissão de poluentes, além de diminuir os custos finais dos produtos que são vendidos no comércio, responsável pelos 75% de empregos no país.
CNXP-opiniao-20201020-f61bd0ff|A geladeira de sua casa, a televisão a que assiste, o celular que utiliza para se comunica, a casa em que você mora, todos são provenientes da industrialização e do comércio de bens e serviços.
CNXP-opiniao-20201020-f61bd0ff|Logo, sem eles, não estaríamos ainda nas cavernas?
CNXP-opiniao-20201020-f61bd0ff|Deixo aqui, o alerta, para que os pais fiscalizem de perto o conteúdo que seus filhos estão recebendo de possíveis “pseudoeducadores” (leia-se doutrinadores).
CNXP-opiniao-20201020-f61bd0ff|Acompanhem de perto, pois não será um tempo perdido.
CNXP-opiniao-20201020-f61bd0ff|E caso tenham discordância da veracidade das narrativas impostas, sejam responsáveis e narrem a verdade aos seus filhos.
CNXP-opiniao-20201020-f61bd0ff|Mostrem fontes seguras de informação, para que não sejam transformados em “idiotas úteis” subservientes a ideologias políticas ultrapassadas, comprovadamente ineficientes.
CNXP-opiniao-20201020-f61bd0ff|Ideologias estas que poderão transformá-los em ferramentas para atos escusos de políticos desonestos, que visam apenas seu próprio enriquecimento ilícito e de seus pares a custo da liberdade e da pobreza dos cidadãos.
CNXP-opiniao-20201019-e044aa8e|O Azerbaidjão e a Armênia estão guerreando por um pequeno território na região de Nagorno-Karabakh, entre os dois países.
CNXP-opiniao-20201019-e044aa8e|O Sul do Cáucaso é em si uma parte insignificante do mundo em termos de tamanho e, portanto, uma guerra entre o Azerbaidjão e a Armênia não deveria, por si só, ter grandes repercussões no mundo em geral.
CNXP-opiniao-20201019-e044aa8e|No entanto, a guerra Azerbaidjão-Armênia está mostrando sinais de se tornar uma guerra mais ampla, com o envolvimento de potências externas como França, Rússia e Turquia.
CNXP-opiniao-20201019-e044aa8e|Mas por que essas potências se preocupam com uma região geograficamente pequena lutando por um território ainda menor?
CNXP-opiniao-20201019-e044aa8e|É aqui que o papel estratégico do Sul do Cáucaso entra em cena.
CNXP-opiniao-20201019-e044aa8e|O sul do Cáucaso está situado em um cruzamento internacional e é um importante centro de conectividade.
CNXP-opiniao-20201019-e044aa8e|A própria região de Nagorno Karabakh é uma rota crucial de abastecimento de petróleo.
CNXP-opiniao-20201019-e044aa8e|Para o Azerbaidjão e a Armênia, Nagorno Karabakh está na origem de um conflito de 100 anos entre os dois países.
CNXP-opiniao-20201019-e044aa8e|A Armênia e o Azerbaidjão são ex-nações soviéticas e hoje são vizinhos.
CNXP-opiniao-20201019-e044aa8e|Mas a Armênia e o Azerbaidjão são fundamentalmente diferentes.
CNXP-opiniao-20201019-e044aa8e|Enquanto a primeira é uma nação de maioria cristã ortodoxa, a última é de maioria muçulmana.
CNXP-opiniao-20201019-e044aa8e|O próprio conflito de Nagorno-Karabakh é resultado de complexidades demográficas.
CNXP-opiniao-20201019-e044aa8e|Nagorno-Karabakh é reconhecido internacionalmente como parte do Azerbaidjão, mas a região disputada consiste principalmente de armênios étnicos.
CNXP-opiniao-20201019-e044aa8e|O território está sob controle armênio efetivo desde o início dos anos 1990.
CNXP-opiniao-20201019-e044aa8e|Em 1991, Nagorno-Karabakh autodeclarou independência do Azerbaidjão e, portanto, a Armênia começou a apoiá-lo contra o Azerbaidjão.
CNXP-opiniao-20201019-e044aa8e|No entanto, a Armênia nunca reconheceu Nagorno-Karabakh como uma região independente.
CNXP-opiniao-20201019-e044aa8e|Seja como for, os conflitos e guerras entre a Armênia e o Azerbaidjão, e também em Nagorno-Karabakh, prejudicam as ambições de transporte de energia da Europa.
CNXP-opiniao-20201019-e044aa8e|Dois oleodutos transportam petróleo e gás do Azerbaidjão para o oeste, através do Cáucaso, para a Europa.
CNXP-opiniao-20201019-e044aa8e|Mas ambos passam perto da disputada região de Nagorno-Karabakh.
CNXP-opiniao-20201019-e044aa8e|Uma guerra ampliada no sul do Cáucaso poderia, portanto, pôr em risco as ambições da Europa de explorar a região do Cáspio para o fornecimento de petróleo e gás.
CNXP-opiniao-20201019-e044aa8e|A região do Cáspio é rica em reservas de petróleo e gás, e as potências regionais também querem exportar energia para a Europa.
CNXP-opiniao-20201019-e044aa8e|No entanto, existem apenas duas rotas para exportar energia da região do Cáspio para a Europa.
CNXP-opiniao-20201019-e044aa8e|Uma delas vai para o noroeste pela Rússia, e a outra para o sudoeste, cruzando o Cáucaso, passando pela região de Nagorno-Karabakh.
CNXP-opiniao-20201019-e044aa8e|A Europa, querendo reduzir a dependência da Rússia para o fornecimento de petróleo e energia, vê a região de Nagorno-Karabakh envolvida nas hostilidades como um grande desastre geoestratégico para si.
CNXP-opiniao-20201019-e044aa8e|Mas os suprimentos de petróleo e gás são apenas uma dimensão da importância estratégica da região do Sul do Cáucaso.
CNXP-opiniao-20201019-e044aa8e|Como o Sul do Cáucaso está realmente em uma cruzamento internacional, sua capacidade de funcionar como uma espécie de eixo de conectividade foi aprimorada.
CNXP-opiniao-20201019-e044aa8e|O sul do Cáucaso pode ajudar a conectar a Ásia à Europa, o que traz outra potência para a região - a China.
CNXP-opiniao-20201019-e044aa8e|A localização dos países do Sul do Cáucaso, como o Azerbaidjão, torna a região indispensável para as ambições da ‘Iniciativa do Cinturão e Rota’ (em Inglês: Belt and Road Initiative – BRI) da China ou a Nova Rota da Seda.
CNXP-opiniao-20201019-e044aa8e|A China entende que não pode chegar à Europa a menos que invista no Sul do Cáucaso.
CNXP-opiniao-20201019-e044aa8e|Como parte da BRI, a China está desenvolvendo uma Rota de Trânsito Internacional Transcaspiano.
CNXP-opiniao-20201019-e044aa8e|Um dos componentes dessa rota é a ferrovia Baku-Tbilisi-Kars.
CNXP-opiniao-20201019-e044aa8e|Essa rota ferroviária atualmente serve como a rota mais curta para a entrega de produtos chineses à Turquia.
CNXP-opiniao-20201019-e044aa8e|Essa rota que corta o sul do Cáucaso ajuda a China a reduzir o tempo de entrega para a Europa de mais de um mês para apenas 15 dias.
CNXP-opiniao-20201019-e044aa8e|E a China também entende a importância das rotas de abastecimento de petróleo e gás que passam pela disputada região de Nagorno-Karabakh.
CNXP-opiniao-20201019-e044aa8e|O meio de comunicação estatal chinês CGTN chegou a informar que “a região de Nagorno-Karabakh é geopoliticamente importante porque é um duto significativo e porta de energia para a Europa e outros países da região”.
CNXP-opiniao-20201019-e044aa8e|O líder chinês Xi Jinping, portanto, parece estar demonstrando interesse em aproveitar as reservas de petróleo e gás da região e provavelmente até mesmo desempenhando um papel nos projetos de gasodutos que passam pela região de Nagorno-Karabakh.
CNXP-opiniao-20201019-e044aa8e|Já para a Rússia e a Turquia, a Armênia e o Azerbaidjão estão se tornando importantes não apenas por causa de sua localização geográfica, mas também porque o sul do Cáucaso coloca o cristianismo ortodoxo e o islâmico em conflito.
CNXP-opiniao-20201019-e044aa8e|Para Ancara, a batalha em curso na disputada região de Nagorno-Karabakh também tem uma ligação com a Ásia Central.
CNXP-opiniao-20201019-e044aa8e|A Turquia não tem uma ligação direta com a Ásia Central, uma região considerada a esfera de influência da Rússia, e os únicos obstáculos são a Armênia e Nagorno Karabakh.
CNXP-opiniao-20201019-e044aa8e|Atacar a Armênia e assumir o controle da região de Nagorno-Karabakh é, portanto, uma parte dos sonhos omonanos de Erdoğan, de unir o mundo turco da Ásia Central à Turquia sob a liderança de Ancara.
CNXP-opiniao-20201019-e044aa8e|Por outro lado, o líder russo Vladimir Putin não pode simplesmente conceder acesso da Ásia Central à Turquia porque a Ásia Central é uma região prioritária para Moscou.
CNXP-opiniao-20201019-e044aa8e|Portanto, embora a Rússia possa não se sentir tentada a escolher entre duas ex-repúblicas soviéticas, toda vez que a Turquia apoiar o Azerbaidjão contra a Armênia, Moscou será induzida a apoiar a Armênia.
CNXP-opiniao-20201019-e044aa8e|Por consequência, o Sul do Cáucaso apesar de parecer irrelevante devido ao seu pequeno tamanho, é uma região estratégica cobiçada por muitas nações; e uma guerra na região pode arrastar várias potências, incluindo Rússia, Europa, China e Turquia para o conflito.
CNXP-opiniao-20201019-e044aa8e|"Fontes:
https://www.rferl.org/a/nagorno-karabakh-explainer-conflict-azerbaijan-armenia/27656158.html
https://www.scmp.com/comment/opinion/article/3103849/armenia-and-azerbaijan-clash-where-will-china-stand
https://news.cgtn.com/news/2020-09-29/Nagorno-Karabakh-Region-is-important-energy-transportation-enclave-UbzF7NsWRO/index.html
https://www.timesnownews.com/international/article/nagorno-karabakh-pakistan-meddles-in-armenia-azerbaijan-war-why-imran-khan-follows-turkey-footsteps-in-west-asia-recep-tayyip-erdo-an/659725
https://www.deccanherald.com/international/world-news-politics/turkey-sent-4000-syrian-fighters-to-azerbaijan-says-armenia-894180.html
https://www.bbc.com/news/world-europe-54356336"
CNXP-opiniao-20201017-b11c5b0f|E posso perceber isto não apenas porque as herdeiras estão crescendo a olhos vistos, como também porque o corpo já apresenta, aqui e ali, as suas dores, as suas mazelas e me cobra por algum exagero, mas, sobretudo, porque cada vez mais me povoam a mente os ensinamentos de meus pais e avós, os quais desejo passar às filhas, como verdadeira herança familiar.
CNXP-opiniao-20201017-b11c5b0f|Tenho a felicidade de trazer muito vivas estas lembranças, assim como prezar por tê-las recolhido.
CNXP-opiniao-20201017-b11c5b0f|Confesso, uma das coisas que me assusta na aparente modernidade é o não desejo de envelhecer ou, pelo menos, de negar o lado bom de envelhecer.
CNXP-opiniao-20201017-b11c5b0f|Para onde olho, percebo gente de todas as classes sociais tentando driblar o inafastável destino.
CNXP-opiniao-20201017-b11c5b0f|De pronto, me recordo de um dos ditados antigos que diz: “Quem não quer envelhecer, que morra cedo!”.
CNXP-opiniao-20201017-b11c5b0f|Com frequência me pego repetindo à prole as palavras que me foram ditas por ancestrais, narrando histórias dos antepassados – nem sempre adaptadas aos tempos atuais, como forma de conhecerem um pouco mais de sua própria história, desse milagre que a todos nos faz eternos chamado família.
CNXP-opiniao-20201017-b11c5b0f|Enquanto observo ao meu redor, vejo quantas pessoas lutam desesperadamente contra o invencível tempo, ao invés de aproveitá-lo melhor e utilizá-lo, por exemplo, para repassar lições aos seus descendentes, nem que seja por meio de ditados, alguns dos quais tão ricos e que estão ficando para trás, como se não tivessem serventia e por caírem no esquecimento, não tardará a não serem mais lembrados e ficarão perdidos para sempre.
CNXP-opiniao-20201017-b11c5b0f|Quando recordo de meus avôs, sempre consigo percebê-los como um repositório de bons ensinamentos, sempre dispostos a nos fazer, filhos e netos, crescer por intermédio das reflexões, das lições e dos exemplos.
CNXP-opiniao-20201017-b11c5b0f|Então, não raro, me pergunto: Em minha geração e nas subsequentes à minha, onde e por que razão, aparente ou não, tudo isso se perdeu?
CNXP-opiniao-20201017-b11c5b0f|De um lado, percebo uma corrida, um tanto desequilibrada, uma busca pelo elixir da juventude, por mais anos com uma melhor qualidade de vida.
CNXP-opiniao-20201017-b11c5b0f|Nada contra, pelo contrário.
CNXP-opiniao-20201017-b11c5b0f|Que todos possam usufruir por mais anos de vida junto aos seus, em especial de seus netos.
CNXP-opiniao-20201017-b11c5b0f|Talvez a resposta seja porque muitos já não se sintam confortáveis na posição de avós, por preconceitos quanto ao envelhecer, por incompreensão do real significado e da importância do papel social dos patriarcas e matriarcas para a sustentação de uma sociedade saudável, o que termina por levar muitos à negativa em desempenhar tão bela posição, que antes tanto orgulhava aqueles que a alcançavam.
CNXP-opiniao-20201017-b11c5b0f|Mas, por favor, só não tentem substituir a sua presença por bens materiais.
CNXP-opiniao-20201017-b11c5b0f|Há uma missão mais importante a cumprir, uma herança muito mais significativa a deixar.
CNXP-opiniao-20201017-b11c5b0f|E disso tudo, trago apenas uma certeza: Acredito, firmemente, que o mundo poderá ser muito, muito melhor quando muitos reencontrarem o prazer e a felicidade de serem apenas vovôs e brindarem os seus netos com muitos ditados e histórias familiares.
CNXP-opiniao-20201015-9b5d9bce|Ricardo Noblat, um dos jornalistas mais conhecidos do Brasil, e que já passou pelos principais veículos de comunicação do país, deu o que falar no Twitter nesta última quarta-feira (14).
CNXP-opiniao-20201015-9b5d9bce|Tudo porque ele resolveu fazer uma enquete na rede social sobre o ocorrido de terça-feira (13), na TV Brasil, durante o jogo da Seleção Brasileira.
CNXP-opiniao-20201015-9b5d9bce|Durante a partida, o narrador André Marques mandou um abraço para os presidentes da CBF, Rogério Caboclo, e da República, Jair Bolsonaro.
